name_song,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genres,cluster,cluster_name
Jesteś lekiem na całe zło - 1994,0.687,0.673,-6.406,0.0739,0.112,0.0065,0.156,0.904,87.578,classic polish pop,0,Party / Energetic
Psalm stojących w kolejce - 1992,0.698,0.845,-3.799,0.0667,0.294,1.08e-05,0.106,0.699,146.431,classic polish pop,0,Party / Energetic
Deszcz w Cisnej - 1976,0.538,0.665,-6.631,0.0536,0.226,2.91e-05,0.0891,0.338,112.771,classic polish pop,0,Party / Energetic
Małe tęsknoty - 2000,0.442,0.386,-8.792,0.0311,0.208,2.19e-05,0.116,0.0888,133.722,classic polish pop,2,Chill / Soft
Hidupku Kan Damaikan Hatimu,0.562,0.891,-4.88,0.0413,0.049,0.00182,0.156,0.53,91.05,indonesian pop,0,Party / Energetic
Kau Yang T'lah Pergi,0.45,0.59,-4.992,0.0302,0.493,0.122,0.127,0.191,78.059,indonesian pop,2,Chill / Soft
Hidupku Kan Damaikan Hatimu - Acoustic Version,0.487,0.559,-5.587,0.0299,0.435,3.81e-06,0.272,0.26,88.657,indonesian pop,0,Party / Energetic
A T M (Aku Takkan Memiliki),0.374,0.659,-6.023,0.0397,0.0159,0.444,0.205,0.405,181.741,indonesian pop,0,Party / Energetic
Tenanglah Kini Hatiku,0.473,0.364,-5.778,0.0272,0.784,0.000131,0.127,0.175,133.477,indonesian worship,2,Chill / Soft
Persembahanku,0.463,0.336,-6.825,0.028,0.866,0.000404,0.108,0.121,143.97,indonesian worship,2,Chill / Soft
Bapaku Yang Baik,0.371,0.27,-10.285,0.0297,0.851,1.24e-06,0.101,0.108,74.988,indonesian worship,2,Chill / Soft
Lebih Dari Nafasku,0.525,0.147,-18.793,0.0279,0.814,0.0,0.12,0.182,72.979,indonesian worship,2,Chill / Soft
Pribadi Yang Mengenal Hatiku,0.494,0.455,-8.594,0.026,0.574,2.21e-05,0.0809,0.268,146.031,indonesian worship,2,Chill / Soft
Arti KehadiranMu,0.487,0.368,-7.112,0.0281,0.711,3.62e-06,0.144,0.173,119.824,indonesian worship,2,Chill / Soft
You I'm Thinking Of,0.447,0.918,-4.031,0.0684,0.251,0.0,0.316,0.614,90.141,irish rock,0,Party / Energetic
Miliki Aku,0.638,0.836,-4.129,0.0326,0.481,3.94e-05,0.352,0.67,128.482,classic indo pop,0,Party / Energetic
Stasiun Balapan,0.762,0.513,-11.197,0.0271,0.607,0.00225,0.0835,0.72,120.264,campursari,0,Party / Energetic
Terminal Tirtonadi,0.795,0.406,-12.232,0.031,0.733,0.0038,0.0935,0.542,116.3,campursari,2,Chill / Soft
Tanjung Mas Ninggal Janji,0.8,0.523,-12.889,0.0312,0.618,0.107,0.0961,0.812,130.311,campursari,0,Party / Energetic
"2, 4, 6, 8 Bäverhojt / 2, 4, 6, 8 Motor Way",0.647,0.803,-3.394,0.0366,0.303,7.28e-05,0.0254,0.746,124.051,danspunk,0,Party / Energetic
Va Ä De Ni Vill / Whatever You,0.75,0.716,-4.922,0.0435,0.15,0.0,0.0423,0.826,125.096,danspunk,0,Party / Energetic
Ockelbo 300 / Gimme Some Lovin´,0.59,0.9,-3.463,0.0455,0.227,0.0353,0.357,0.617,150.006,danspunk,0,Party / Energetic
Skoterled / Country Road,0.716,0.434,-9.025,0.417,0.411,2.39e-05,0.197,0.234,81.961,danspunk,1,Rap / Spoken
Jan.e Ä Bra / Johnny B. Goode,0.593,0.944,-3.87,0.0687,0.0437,8.99e-05,0.0991,0.975,163.951,danspunk,0,Party / Energetic
Om Jag Kund Vrid Baks Tidn / If I Could Turn Back Time,0.7,0.71,-3.969,0.0263,0.182,1.05e-05,0.0845,0.291,110.041,danspunk,0,Party / Energetic
Bengawan Solo,0.587,0.465,-12.543,0.032,0.776,0.00865,0.107,0.368,125.842,campursari,2,Chill / Soft
Getuk,0.704,0.513,-11.536,0.0281,0.74,0.0523,0.179,0.588,131.992,campursari,0,Party / Energetic
Gambang Semarang,0.564,0.494,-10.614,0.0366,0.806,0.00577,0.115,0.536,129.879,campursari,2,Chill / Soft
Keno Godho,0.735,0.498,-11.906,0.0292,0.793,0.0129,0.0632,0.654,115.279,campursari,2,Chill / Soft
Antara Kita,0.571,0.404,-8.917,0.0252,0.812,0.000224,0.0983,0.325,90.032,classic indo pop,2,Chill / Soft
Masih Ada,0.733,0.744,-8.046,0.0449,0.484,0.000278,0.147,0.859,125.733,classic indo pop,0,Party / Energetic
Satu Bintang Di Langit Kelam,0.397,0.0719,-16.102,0.0343,0.965,0.000125,0.113,0.118,127.99,classic indo pop,2,Chill / Soft
Kusadari,0.695,0.77,-7.389,0.0316,0.323,0.00106,0.0555,0.808,99.063,classic indo pop,0,Party / Energetic
Puritan (God Blessed Fascists),0.654,0.989,-2.541,0.209,0.606,0.0,0.137,0.44,99.994,indonesian indie,0,Party / Energetic
Semiotika Rajatega,0.613,0.99,-2.091,0.368,0.151,0.0,0.638,0.389,98.996,indonesian indie,0,Party / Energetic
Make A Wish,0.576,0.372,-8.694,0.0311,0.692,0.00419,0.137,0.115,117.906,mandopop,2,Chill / Soft
Cheliya Cheliya,0.78,0.665,-6.567,0.0592,0.178,2.19e-05,0.345,0.85,95.963,tollywood,0,Party / Energetic
O My Brotheru,0.778,0.852,-9.054,0.17,0.0514,0.000681,0.194,0.702,80.082,tollywood,0,Party / Energetic
O Manasa O Manasa,0.715,0.9,-5.439,0.0735,0.0561,0.00577,0.0845,0.761,149.992,tollywood,0,Party / Energetic
Era Casada,0.581,0.532,-9.472,0.188,0.307,1.85e-06,0.201,0.841,139.767,banda caliente,0,Party / Energetic
Antara Ada Dan Tiada,0.501,0.709,-5.569,0.0441,0.074,0.0,0.326,0.252,82.993,indonesian pop,0,Party / Energetic
Seperti Bintang,0.517,0.887,-5.267,0.0642,0.00507,0.000145,0.117,0.531,141.107,indonesian pop,0,Party / Energetic
Benci,0.581,0.861,-4.902,0.093,0.0273,0.000418,0.101,0.19,129.978,indonesian pop,0,Party / Energetic
Hujan,0.645,0.813,-7.5,0.0372,0.0941,2.84e-06,0.366,0.642,144.944,indonesian pop,0,Party / Energetic
Serpihan Hati,0.473,0.499,-8.044,0.0308,0.232,2.73e-05,0.0817,0.237,139.934,indonesian pop,0,Party / Energetic
Antara Ada Dan Tiada (Acoustic),0.573,0.176,-11.218,0.043,0.894,0.0,0.243,0.238,135.1,indonesian pop,2,Chill / Soft
Baby Doll,0.625,0.769,-6.317,0.0287,0.0164,0.00625,0.192,0.768,140.049,indonesian pop,0,Party / Energetic
Benci,0.579,0.535,-7.451,0.0259,0.423,0.0,0.0789,0.154,129.78,indonesian pop,0,Party / Energetic
Mencintamu Sampai Mati,0.298,0.549,-6.113,0.0444,0.062,0.0,0.0877,0.188,152.064,indonesian pop,0,Party / Energetic
Secawan Madu,0.513,0.457,-8.319,0.0311,0.665,0.00276,0.184,0.197,149.957,,2,Chill / Soft
Jatuh Bangun,0.675,0.399,-15.28,0.0321,0.239,9.74e-05,0.247,0.751,149.783,,0,Party / Energetic
Lingkar Labirin,0.52,0.788,-7.423,0.0363,0.00275,0.000132,0.0497,0.606,77.511,indonesian indie,0,Party / Energetic
24.00 Lewat (Lagu Luna),0.462,0.954,-5.616,0.0343,0.0018,6.36e-05,0.172,0.686,144.164,indonesian indie,0,Party / Energetic
100% Kontrol,0.376,0.926,-4.866,0.0576,0.0311,0.00157,0.331,0.882,190.216,indonesian indie,0,Party / Energetic
Limito Con El Sol - Remaster 2003,0.711,0.783,-4.276,0.0251,0.0161,0.0,0.115,0.498,123.004,"chilean indie, chilean rock, latin rock, nueva cancion",0,Party / Energetic
Lo Que Mereces,0.542,0.608,-7.438,0.0272,0.0118,0.88,0.131,0.337,80.034,"chilean indie, chilean rock, latin rock, nueva cancion",0,Party / Energetic
Cuando Miro En Tus Ojos,0.612,0.944,-3.539,0.0406,0.148,0.00396,0.34,0.515,99.965,"chilean indie, chilean rock, latin rock, nueva cancion",0,Party / Energetic
Happy Hour,0.615,0.883,-4.306,0.0365,0.0011,1.32e-05,0.078,0.684,114.953,"chilean indie, chilean rock, latin rock, nueva cancion",0,Party / Energetic
La Fabula,0.641,0.896,-5.078,0.0322,0.0194,0.017,0.222,0.188,109.961,"chilean indie, chilean rock, latin rock, nueva cancion",0,Party / Energetic
Cuando Miro En Tus Ojos - Remaster 2003,0.592,0.932,-3.721,0.0436,0.106,0.000247,0.356,0.501,99.993,"chilean indie, chilean rock, latin rock, nueva cancion",0,Party / Energetic
La Fábula - Remaster 2003,0.628,0.894,-4.453,0.03,0.00896,0.0118,0.14,0.141,109.962,"chilean indie, chilean rock, latin rock, nueva cancion",0,Party / Energetic
Debilidad (Acordeón),0.626,0.905,-6.824,0.0321,0.00171,0.0395,0.272,0.896,132.904,"chilean indie, chilean rock, latin rock, nueva cancion",0,Party / Energetic
Matraman,0.443,0.712,-8.025,0.0348,0.197,0.95,0.0864,0.423,142.042,indonesian indie,0,Party / Energetic
Apakah Aku Berada Di Mars Atau Mereka Mengundang Orang Mars,0.455,0.9,-7.299,0.0562,0.0469,0.738,0.145,0.596,142.014,indonesian indie,0,Party / Energetic
Antah Berantah,0.473,0.81,-7.862,0.0305,0.00632,0.00889,0.0688,0.373,133.071,indonesian indie,0,Party / Energetic
Amatir,0.614,0.831,-7.402,0.0354,0.00376,0.0105,0.256,0.828,110.038,indonesian indie,0,Party / Energetic
Dengar Bisikku,0.472,0.373,-9.54,0.028,0.0824,0.0,0.0915,0.337,149.804,"indonesian pop, indonesian rock",0,Party / Energetic
Terima Kasih Karena Kau Mencintaiku,0.484,0.739,-5.5,0.0343,0.00106,0.0,0.172,0.463,149.875,"indonesian pop, indonesian rock",0,Party / Energetic
Jangan Pergi,0.629,0.517,-7.223,0.0258,0.0191,3.95e-05,0.126,0.315,109.997,"indonesian pop, indonesian rock",0,Party / Energetic
Tolong Aku,0.446,0.448,-5.675,0.0263,0.145,0.000192,0.0976,0.219,67.98,"indonesian pop, indonesian rock",2,Chill / Soft
Terlalu Indah,0.392,0.501,-9.688,0.0287,0.00987,0.000691,0.132,0.323,151.973,"indonesian pop, indonesian rock",0,Party / Energetic
Sepanjang Jalan Kenangan,0.492,0.622,-7.176,0.0236,0.0661,0.00351,0.101,0.336,91.99,"indonesian pop, indonesian rock",0,Party / Energetic
Sepanjang Jalan Kenangan,0.492,0.622,-7.184,0.0236,0.0661,0.00347,0.103,0.336,91.986,"indonesian pop, indonesian rock",0,Party / Energetic
Gagal Bersembunyi,0.598,0.416,-6.205,0.0273,0.543,7.1e-06,0.268,0.535,117.976,"indonesian pop, indonesian rock",0,Party / Energetic
Terlatih Patah Hati,0.467,0.739,-4.833,0.04,0.282,0.0,0.36,0.684,162.015,"indonesian pop, indonesian rock",0,Party / Energetic
Gagal Bersembunyi,0.588,0.407,-6.829,0.0276,0.606,0.000188,0.123,0.536,117.966,"indonesian pop, indonesian rock",0,Party / Energetic
Rumah Kita,0.578,0.63,-6.423,0.0336,0.0718,1.35e-06,0.19,0.506,145.993,indonesian pop,0,Party / Energetic
Sampai Memutih Rambutku,0.629,0.498,-8.573,0.0244,0.774,7.65e-05,0.0751,0.433,133.984,indonesian worship,2,Chill / Soft
Bapa Yang Kekal,0.664,0.263,-12.219,0.0302,0.792,7.41e-05,0.08,0.182,125.945,indonesian worship,2,Chill / Soft
Pujian Sejati,0.49,0.541,-7.785,0.0274,0.0464,0.0,0.0675,0.389,76.994,indonesian worship,0,Party / Energetic
Bagai Rajawali,0.571,0.371,-7.867,0.0281,0.425,0.0,0.117,0.187,132.016,indonesian worship,2,Chill / Soft
Jangan Lelah,0.391,0.857,-3.693,0.047,0.116,0.000101,0.352,0.456,119.247,indonesian worship,0,Party / Energetic
9 Tahun,0.434,0.945,-3.85,0.0366,0.0269,0.0,0.321,0.804,191.617,classic indonesian rock,0,Party / Energetic
Lagu Cinta,0.607,0.655,-5.533,0.0256,0.0221,5.59e-06,0.202,0.324,135.829,classic indonesian rock,0,Party / Energetic
Maafkan,0.624,0.647,-5.489,0.0266,0.314,0.0,0.048,0.183,128.947,classic indonesian rock,0,Party / Energetic
Sweetest Poison,0.563,0.892,-7.081,0.0535,0.00854,0.0,0.117,0.447,124.038,dark rock,0,Party / Energetic
Di Parsobanan,0.522,0.425,-6.893,0.0274,0.345,0.0,0.37,0.402,136.504,batak,0,Party / Energetic
maria,0.503,0.39,-7.615,0.0288,0.271,1.09e-06,0.251,0.313,142.555,batak,0,Party / Energetic
Boasa Ma,0.789,0.498,-9.054,0.0353,0.43,0.00253,0.314,0.944,113.434,batak,0,Party / Energetic
Molo Hu Ingot,0.487,0.426,-8.161,0.0269,0.439,0.0,0.0837,0.37,134.781,batak,2,Chill / Soft
La Pollera de Jimmy,0.806,0.604,-4.043,0.366,0.372,1.84e-05,0.134,0.9,84.034,cumbia villera,0,Party / Energetic
Mi Negra Cumbiambera,0.794,0.558,-5.741,0.0697,0.258,0.000419,0.065,0.939,83.964,cumbia villera,0,Party / Energetic
Fiesta en la Playa,0.791,0.553,-3.967,0.087,0.372,3.9e-05,0.0897,0.88,84.033,cumbia villera,0,Party / Energetic
Megaenganchados Dj Tero's,0.781,0.542,-4.698,0.105,0.268,5.51e-05,0.162,0.87,84.044,cumbia villera,0,Party / Energetic
Caprichosa,0.83,0.764,-3.648,0.144,0.158,3.62e-05,0.036,0.761,90.042,cumbia villera,0,Party / Energetic
今まで何度も,0.507,0.956,-4.532,0.0723,0.0556,4.03e-05,0.221,0.399,98.481,japanese punk rock,0,Party / Energetic
教科書,0.395,0.927,-3.272,0.0552,0.00782,0.0,0.0851,0.525,98.717,japanese punk rock,0,Party / Energetic
Surat Al Kahfi,0.39,0.237,-13.496,0.0703,0.928,0.0,0.21,0.424,65.452,islamic recitation,2,Chill / Soft
Ayat Kursi,0.462,0.152,-11.638,0.0909,0.994,0.0643,0.328,0.684,139.13,islamic recitation,2,Chill / Soft
Cublak-Cublak Suweng,0.807,0.792,-8.179,0.027,0.266,0.000367,0.103,0.842,105.933,musik anak-anak,0,Party / Energetic
Sluku-Sluku Bathok,0.665,0.82,-6.656,0.0289,0.0842,0.00101,0.361,0.801,137.907,musik anak-anak,0,Party / Energetic
Kidang Talun,0.67,0.57,-8.688,0.0295,0.00483,0.00516,0.735,0.713,151.946,musik anak-anak,0,Party / Energetic
Change The World -Inuyasha OP Theme,0.687,0.678,-8.049,0.032,0.0038,0.000212,0.085,0.717,129.033,anime latino,0,Party / Energetic
Kodhok Ngorek,0.648,0.805,-5.949,0.0273,0.0245,0.238,0.257,0.832,136.806,musik anak-anak,0,Party / Energetic
Sto tysiecy jednakowych miast,0.587,0.682,-5.211,0.0404,0.482,0.0113,0.105,0.357,130.008,"polish alternative, polish alternative rock, polish pop",0,Party / Energetic
Spadam,0.469,0.871,-6.409,0.0792,0.637,0.00155,0.171,0.444,177.969,"polish alternative, polish alternative rock, polish pop",0,Party / Energetic
Leszek Zukowski,0.502,0.643,-5.815,0.0306,0.315,0.0,0.0863,0.147,97.868,"polish alternative, polish alternative rock, polish pop",0,Party / Energetic
Sierpien,0.494,0.746,-5.637,0.036,0.0959,0.0107,0.132,0.207,127.831,"polish alternative, polish alternative rock, polish pop",0,Party / Energetic
Pierwsze wyjscie z mroku,0.486,0.765,-5.665,0.0494,0.00286,8.79e-05,0.0485,0.306,149.646,"polish alternative, polish alternative rock, polish pop",0,Party / Energetic
Pasazer,0.519,0.289,-9.057,0.0287,0.192,0.00054,0.117,0.0614,129.669,"polish alternative, polish alternative rock, polish pop",2,Chill / Soft
Chaos kontrolowany,0.671,0.719,-5.958,0.0672,0.00526,3.96e-05,0.0845,0.786,137.892,"polish alternative, polish alternative rock, polish pop",0,Party / Energetic
Ocalenie,0.409,0.689,-7.301,0.0649,0.13,0.0,0.322,0.106,137.884,"polish alternative, polish alternative rock, polish pop",0,Party / Energetic
Skaczemy,0.569,0.919,-3.833,0.104,0.046,0.0,0.116,0.63,102.915,"polish alternative, polish alternative rock, polish pop",0,Party / Energetic
Czas globalnej niepogody,0.499,0.946,-5.244,0.119,0.0075,0.000803,0.124,0.296,136.818,"polish alternative, polish alternative rock, polish pop",0,Party / Energetic
Nie wiedze skurwysynom,0.641,0.865,-4.393,0.0557,0.019,0.0176,0.103,0.537,114.896,"polish alternative, polish alternative rock, polish pop",0,Party / Energetic
Zbyszek,0.682,0.693,-6.287,0.0531,0.0723,0.00131,0.137,0.467,102.934,"polish alternative, polish alternative rock, polish pop",0,Party / Energetic
Zaprzepaszczone sily wielkiej armii swietych znaków,0.332,0.619,-6.9,0.03,0.00152,0.00164,0.328,0.114,139.161,"polish alternative, polish alternative rock, polish pop",0,Party / Energetic
Daleka droga do domu,0.597,0.614,-6.032,0.0354,0.00042,0.00408,0.107,0.633,111.048,"polish alternative, polish alternative rock, polish pop",0,Party / Energetic
Listopad,0.521,0.662,-6.554,0.0348,0.00448,0.000215,0.543,0.15,106.981,"polish alternative, polish alternative rock, polish pop",0,Party / Energetic
Ostrosc na nieskonczonosc,0.506,0.677,-7.249,0.0288,0.000895,0.00178,0.439,0.322,135.875,"polish alternative, polish alternative rock, polish pop",0,Party / Energetic
System,0.518,0.902,-6.156,0.0508,0.00213,0.0,0.513,0.331,100.982,"polish alternative, polish alternative rock, polish pop",0,Party / Energetic
Swieta,0.463,0.582,-6.433,0.0284,0.00262,3.19e-05,0.129,0.44,98.909,"polish alternative, polish alternative rock, polish pop",0,Party / Energetic
Los cebula i krokodyle łzy,0.627,0.649,-6.463,0.0236,0.00674,0.00167,0.0836,0.386,106.029,"polish alternative, polish alternative rock, polish pop",0,Party / Energetic
Na pół,0.399,0.925,-3.535,0.0492,0.00678,1.91e-05,0.344,0.74,184.03,"polish alternative, polish alternative rock, polish pop",0,Party / Energetic
Cisza i ogien,0.447,0.857,-4.376,0.0432,0.0211,3.39e-05,0.156,0.248,147.974,"polish alternative, polish alternative rock, polish pop",0,Party / Energetic
Trujace rosliny,0.22,0.913,-3.385,0.0416,0.00137,0.0025,0.643,0.456,90.405,"polish alternative, polish alternative rock, polish pop",0,Party / Energetic
F.T.M.O.,0.392,0.822,-5.697,0.0371,0.0899,0.00174,0.136,0.403,178.046,"polish alternative, polish alternative rock, polish pop",0,Party / Energetic
0 Rh+,0.46,0.672,-5.785,0.0317,0.029,0.00564,0.118,0.114,132.072,"polish alternative, polish alternative rock, polish pop",0,Party / Energetic
TIME,0.715,0.343,-13.9,0.0817,0.884,0.975,0.126,0.659,141.536,japanese guitar,2,Chill / Soft
ONE,0.583,0.914,-4.957,0.0304,0.485,0.787,0.15,0.721,99.993,japanese guitar,0,Party / Energetic
きっとまたいつか(album version),0.711,0.322,-11.375,0.0515,0.739,0.857,0.109,0.722,98.018,japanese guitar,2,Chill / Soft
Start,0.524,0.406,-20.786,0.0323,0.494,0.925,0.382,0.602,129.956,japanese guitar,2,Chill / Soft
Penuh Kepalsuan,0.39,0.601,-6.568,0.0276,0.0342,2.09e-05,0.599,0.287,178.039,pop minang,0,Party / Energetic
Doa Suci,0.447,0.57,-9.175,0.0254,0.036,0.000941,0.169,0.423,184.003,pop minang,0,Party / Energetic
The man and the woman,0.529,0.32,-8.552,0.0358,0.323,1.27e-05,0.112,0.151,127.661,korean pop,2,Chill / Soft
"Ala, ala",0.778,0.859,-4.547,0.0499,0.316,0.0,0.286,0.523,133.045,turbo folk,0,Party / Energetic
Da li si me voljela il' nisi,0.77,0.877,-4.115,0.0425,0.145,0.0,0.268,0.765,131.049,turbo folk,0,Party / Energetic
Kafanska pjevačica,0.546,0.795,-3.821,0.0842,0.267,1.17e-06,0.242,0.616,155.925,turbo folk,0,Party / Energetic
A jesam te volio,0.906,0.704,-7.064,0.0659,0.428,0.0,0.0891,0.863,130.98,turbo folk,0,Party / Energetic
E moj cale,0.72,0.712,-5.613,0.0515,0.0595,0.0,0.0921,0.805,111.984,turbo folk,0,Party / Energetic
Surah An Naba,0.291,0.612,-6.204,0.0512,0.968,5.48e-06,0.66,0.504,66.489,quran,2,Chill / Soft
Welcome to My Paradise,0.681,0.758,-6.023,0.06,0.0365,0.0,0.0499,0.944,174.108,indonesian reggae,0,Party / Energetic
Serenada,0.636,0.608,-6.839,0.0418,0.0283,0.0,0.169,0.87,171.98,indonesian reggae,0,Party / Energetic
Mendingan,0.907,0.622,-7.396,0.0678,0.0469,0.0,0.0855,0.951,120.98,indonesian reggae,0,Party / Energetic
Long Time No See,0.675,0.731,-6.11,0.052,0.114,0.0,0.125,0.822,119.768,indonesian reggae,0,Party / Energetic
Pesta Pora,0.61,0.812,-5.674,0.0611,0.107,0.0,0.808,0.651,91.04,indonesian reggae,0,Party / Energetic
Tersenyum Lagi,0.594,0.883,-4.044,0.0396,0.0081,0.0,0.191,0.92,77.486,indonesian reggae,0,Party / Energetic
Enggan,0.721,0.858,-4.404,0.0299,0.0503,0.0,0.328,0.756,103.126,indonesian reggae,0,Party / Energetic
Lagu Santai,0.753,0.775,-5.807,0.0365,0.343,0.0,0.149,0.944,135.971,indonesian reggae,0,Party / Energetic
Trully Kawan,0.856,0.753,-5.695,0.0387,0.225,0.0,0.14,0.979,130.003,indonesian reggae,0,Party / Energetic
Hingga Ku Jenuh,0.768,0.623,-6.408,0.0266,0.548,0.0,0.123,0.956,100.034,indonesian reggae,0,Party / Energetic
Gudbye Anjing,0.723,0.481,-6.04,0.0316,0.432,0.0,0.346,0.717,104.121,indonesian reggae,0,Party / Energetic
Rembulan Bersinar Lagi,0.251,0.847,-5.731,0.0409,0.000363,1.94e-05,0.357,0.362,84.858,dangdut,0,Party / Energetic
Air Mata Perkawinan,0.246,0.779,-5.964,0.0412,0.0323,0.000243,0.584,0.357,80.442,dangdut,0,Party / Energetic
Pagar Makan Tanaman,0.331,0.796,-5.44,0.0367,0.000545,0.000319,0.378,0.437,155.449,dangdut,0,Party / Energetic
Khana,0.282,0.692,-5.578,0.0362,0.0343,0.0,0.326,0.496,77.387,dangdut,0,Party / Energetic
Sejengkal Tanah,0.389,0.748,-5.957,0.0351,0.00144,0.000594,0.653,0.614,153.127,dangdut,0,Party / Energetic
Jangan Pura Pura,0.62,0.825,-1.938,0.0315,0.226,0.000159,0.638,0.758,130.026,dangdut,0,Party / Energetic
Katanya,0.57,0.738,-3.072,0.0283,0.542,0.000786,0.525,0.731,150.916,dangdut,0,Party / Energetic
Mengejar Badai,0.655,0.465,-13.285,0.0305,0.411,8.89e-05,0.34,0.793,140.877,dangdut,0,Party / Energetic
Gie,0.707,0.305,-7.538,0.0278,0.475,3.41e-06,0.113,0.439,105.095,"indonesian folk, indonesian indie",2,Chill / Soft
Cahaya Bulan,0.5,0.378,-6.573,0.028,0.396,0.0,0.151,0.199,70.027,"indonesian folk, indonesian indie",2,Chill / Soft
Rocket Ship Goes By,0.602,0.711,-7.086,0.032,0.179,0.0883,0.0879,0.586,132.997,indonesian indie,0,Party / Energetic
Bedroom Avenue,0.69,0.889,-7.413,0.0409,0.00889,0.762,0.117,0.948,129.999,indonesian indie,0,Party / Energetic
I'tiraf,0.615,0.339,-11.508,0.0281,0.527,0.00156,0.0971,0.419,128.025,sholawat,2,Chill / Soft
Sepohon Kayu,0.455,0.542,-8.847,0.0564,0.691,0.0256,0.104,0.78,179.868,sholawat,0,Party / Energetic
Ya Nabi Salam,0.504,0.592,-7.729,0.0308,0.0471,0.0,0.165,0.502,110.115,sholawat,0,Party / Energetic
Bertahan,0.547,0.39,-5.946,0.0271,0.697,1.46e-05,0.0618,0.477,128.728,,2,Chill / Soft
波風サテライト,0.477,0.874,-3.211,0.0311,0.000872,0.0,0.115,0.366,94.98,j-poprock,0,Party / Energetic
奇跡,0.605,0.78,-3.923,0.0256,0.00381,4.31e-06,0.0674,0.728,97.949,j-poprock,0,Party / Energetic
Salahi Aku (Ku Jatuh Cinta Lagi),0.347,0.309,-9.938,0.0367,0.495,1.71e-06,0.109,0.181,116.063,indonesian pop,2,Chill / Soft
Cinta Semu,0.833,0.74,-6.405,0.121,0.113,0.00677,0.579,0.692,95.007,indonesian pop,0,Party / Energetic
Selamanya Cinta,0.416,0.226,-10.934,0.0338,0.82,0.000272,0.143,0.178,138.852,indonesian pop,2,Chill / Soft
Ku Yakin Cinta,0.798,0.499,-8.493,0.0286,0.194,8.85e-05,0.264,0.681,115.028,indonesian pop,0,Party / Energetic
So Would You Let Me Be...,0.584,0.295,-9.749,0.029,0.598,4.94e-05,0.106,0.243,140.041,indonesian pop,2,Chill / Soft
Loving You,0.558,0.487,-6.452,0.024,0.278,1.09e-05,0.0995,0.331,79.785,indonesian pop,0,Party / Energetic
Bintang,0.449,0.635,-5.266,0.0277,0.304,0.411,0.294,0.154,145.022,,0,Party / Energetic
Bukannya Aku Takut,0.682,0.363,-9.765,0.0315,0.623,0.00499,0.079,0.475,74.994,,2,Chill / Soft
Janji,0.703,0.675,-7.613,0.0267,0.0618,0.00144,0.0893,0.623,124.937,classic indonesian rock,0,Party / Energetic
Ulah Ceurik,0.56,0.516,-11.188,0.0377,0.271,0.000215,0.124,0.444,175.866,lagu sunda,0,Party / Energetic
Kupercaya JanjiMu,0.437,0.486,-5.352,0.0302,0.809,1.61e-06,0.108,0.154,133.98,indonesian worship,2,Chill / Soft
Kupersembahkan Hidupku,0.387,0.461,-5.536,0.0291,0.696,0.0,0.139,0.0975,139.862,indonesian worship,2,Chill / Soft
Pelangi Kasih,0.408,0.412,-5.77,0.0272,0.676,0.0,0.14,0.236,136.457,indonesian worship,2,Chill / Soft
Dia Tahu,0.357,0.36,-12.159,0.0327,0.396,0.00282,0.112,0.147,79.054,indonesian worship,2,Chill / Soft
Raja Jatuh Cinta,0.697,0.729,-7.895,0.0289,0.0732,0.0,0.0844,0.891,127.01,indonesian pop,0,Party / Energetic
Begini Begitu,0.653,0.765,-4.729,0.0289,0.174,4.11e-06,0.368,0.681,117.999,indonesian pop,0,Party / Energetic
Aku Bertahan,0.515,0.249,-9.119,0.0277,0.86,0.0,0.125,0.323,139.892,indonesian pop,2,Chill / Soft
Bukan Permainan,0.711,0.691,-5.973,0.0278,0.0621,0.0106,0.0849,0.701,119.973,indonesian pop,0,Party / Energetic
Parasit,0.84,0.681,-5.048,0.0288,0.0933,0.0196,0.0522,0.675,128.002,indonesian pop,0,Party / Energetic
Aku Cinta Dia,0.709,0.821,-5.15,0.0279,0.09,0.262,0.0868,0.689,138.025,indonesian pop,0,Party / Energetic
Tak Perlu Keliling Dunia,0.478,0.584,-7.226,0.0314,0.575,0.0681,0.353,0.31,93.005,indonesian pop,2,Chill / Soft
Sempurna (Versi 2),0.239,0.29,-8.5,0.0313,0.91,0.0012,0.0897,0.236,95.392,indonesian pop,2,Chill / Soft
Positive Thinking,0.652,0.768,-6.248,0.0436,0.0252,0.0,0.223,0.393,79.031,classic indonesian rock,0,Party / Energetic
Mojang Priangan,0.818,0.714,-4.828,0.0311,0.584,0.00267,0.13,0.901,112.134,lagu sunda,0,Party / Energetic
Manuk Dadali,0.81,0.723,-5.388,0.0586,0.378,0.0351,0.438,0.828,102.429,lagu sunda,0,Party / Energetic
Mau Tak Mau,0.666,0.527,-7.211,0.024,0.103,0.00245,0.0742,0.83,105.005,indonesian indie,0,Party / Energetic
Kemenangan Hati,0.587,0.84,-7.767,0.0528,0.217,0.000186,0.545,0.594,138.192,indonesian pop,0,Party / Energetic
Bernafas Tanpamu,0.467,0.183,-10.564,0.0299,0.863,3.9e-06,0.106,0.15,141.822,indonesian pop,2,Chill / Soft
Mantan Kekasih,0.47,0.666,-5.735,0.0478,0.489,5.07e-06,0.0947,0.467,199.889,indonesian pop,0,Party / Energetic
